StartDate|RFS|EndDate
End|2023-07-28 14:40:08,003|RFS-1-7811117514
End|2023-07-28 14:40:24,147|RFS-1-7811117544
End|2023-07-28 14:40:39,859|RFS-1-7811117574
End|2023-07-28 14:40:55,213|RFS-1-7811117614
End|2023-07-28 14:41:10,999|RFS-1-7811117644
End|2023-07-28 14:41:27,127|RFS-1-7811117674
End|2023-07-28 14:41:42,206|RFS-1-7811117704
End|2023-07-28 14:41:57,637|RFS-1-7811117734
End|2023-07-28 14:42:13,125|RFS-1-7811117774
End|2023-07-28 14:42:28,976|RFS-1-7811117804
End|2023-07-28 14:42:45,309|RFS-1-7811117834
End|2023-07-28 14:43:00,833|RFS-1-7811117864
End|2023-07-28 14:43:16,745|RFS-1-7811117904
End|2023-07-28 14:43:32,555|RFS-1-7811117934
End|2023-07-28 14:43:48,285|RFS-1-7811117964
End|2023-07-28 14:44:03,943|RFS-1-7811117994
End|2023-07-28 14:44:20,179|RFS-1-7811118034
End|2023-07-28 14:44:36,255|RFS-1-7811118064
End|2023-07-28 14:44:51,878|RFS-1-7811118094
End|2023-07-28 14:45:07,771|RFS-1-7811118124
End|2023-07-28 14:45:23,531|RFS-1-7811118164
End|2023-07-28 14:45:39,378|RFS-1-7811118194
End|2023-07-28 14:45:55,207|RFS-1-7811118224
End|2023-07-28 14:46:10,910|RFS-1-7811118254
End|2023-07-28 14:46:26,680|RFS-1-7811118284
End|2023-07-28 14:46:42,322|RFS-1-7811118324
End|2023-07-28 14:46:58,183|RFS-1-7811118354
End|2023-07-28 14:47:13,859|RFS-1-7811118384
End|2023-07-28 14:47:29,551|RFS-1-7811118414
End|2023-07-28 14:47:45,260|RFS-1-7811118454
End|2023-07-28 14:48:02,687|RFS-1-7811118484
End|2023-07-28 14:48:18,776|RFS-1-7811118514
End|2023-07-28 14:48:34,686|RFS-1-7811118544
End|2023-07-28 14:48:50,225|RFS-1-7811118584
End|2023-07-28 14:49:06,141|RFS-1-7811118614
End|2023-07-28 14:49:21,276|RFS-1-7811118644
End|2023-07-28 14:49:37,039|RFS-1-7811118674
End|2023-07-28 14:49:54,585|RFS-1-7811118714
End|2023-07-28 14:50:10,384|RFS-1-7811118744
End|2023-07-28 14:50:25,428|RFS-1-7811118774
End|2023-07-28 14:51:25,299|RFS-1-7811118944
End|2023-07-28 14:51:40,987|RFS-1-7811119974
End|2023-07-28 14:51:54,791|RFS-1-7811120004
End|2023-07-28 14:52:10,541|RFS-1-7811120034
End|2023-07-28 14:52:24,292|RFS-1-7811120074
End|2023-07-28 14:52:38,368|RFS-1-7811120104
End|2023-07-28 14:52:52,519|RFS-1-7811120134
End|2023-07-28 14:53:06,385|RFS-1-7811120164
End|2023-07-28 14:53:21,609|RFS-1-7811120194
End|2023-07-28 14:53:36,813|RFS-1-7811120234
End|2023-07-28 14:53:50,340|RFS-1-7811120264
End|2023-07-28 14:54:06,482|RFS-1-7811120294
End|2023-07-28 14:54:22,106|RFS-1-7811120324
End|2023-07-28 14:54:38,214|RFS-1-7811120364
End|2023-07-28 14:54:54,029|RFS-1-7811120394
End|2023-07-28 14:55:10,151|RFS-1-7811120424
End|2023-07-28 14:55:25,483|RFS-1-7811120454
End|2023-07-28 14:55:41,055|RFS-1-7811120494
End|2023-07-28 14:55:54,582|RFS-1-7811120524
End|2023-07-28 14:56:10,318|RFS-1-7811120554
End|2023-07-28 14:56:26,050|RFS-1-7811120584
End|2023-07-28 14:56:42,159|RFS-1-7811120624
End|2023-07-28 14:56:57,784|RFS-1-7811120654
End|2023-07-28 14:57:13,646|RFS-1-7811120684
End|2023-07-28 15:00:05,483|RFS-1-7811121034
End|2023-07-28 15:00:25,316|RFS-1-7811121064
End|2023-07-28 15:00:42,463|RFS-1-7811121104
End|2023-07-28 15:00:59,619|RFS-1-7811121134
End|2023-07-28 15:01:16,186|RFS-1-7811121164
End|2023-07-28 15:01:32,874|RFS-1-7811121194
End|2023-07-28 15:01:48,907|RFS-1-7811121224
End|2023-07-28 15:02:07,197|RFS-1-7811121254
End|2023-07-28 15:02:25,907|RFS-1-7811121294
End|2023-07-28 15:02:40,246|RFS-1-7811121324
End|2023-07-28 15:02:54,239|RFS-1-7811121354
End|2023-07-28 15:03:12,118|RFS-1-7811121384
End|2023-07-28 15:03:28,751|RFS-1-7811121424
End|2023-07-28 15:03:44,667|RFS-1-7811121454
End|2023-07-28 15:04:01,537|RFS-1-7811121484
End|2023-07-28 15:04:19,041|RFS-1-7811121514
End|2023-07-28 15:04:35,035|RFS-1-7811121544
End|2023-07-28 15:04:50,753|RFS-1-7811121584
End|2023-07-28 15:05:07,557|RFS-1-7811121614
End|2023-07-28 15:05:23,700|RFS-1-7811121644
End|2023-07-28 15:05:40,354|RFS-1-7811121674
End|2023-07-28 15:05:56,505|RFS-1-7811121704
End|2023-07-28 15:06:15,018|RFS-1-7811121744
End|2023-07-28 15:06:32,526|RFS-1-7811121774
End|2023-07-28 15:06:50,262|RFS-1-7811136244
End|2023-07-28 15:07:06,623|RFS-1-7811121834
End|2023-07-28 15:07:23,874|RFS-1-7811121864
End|2023-07-28 15:07:41,335|RFS-1-7811121894
End|2023-07-28 15:07:58,887|RFS-1-7811121934
End|2023-07-28 15:08:15,456|RFS-1-7811121964
End|2023-07-28 15:08:34,143|RFS-1-7811121994
End|2023-07-28 15:08:52,264|RFS-1-7811122024
End|2023-07-28 15:09:09,096|RFS-1-7811122064
End|2023-07-28 15:09:27,657|RFS-1-7811122094
End|2023-07-28 15:09:44,881|RFS-1-7811122124
End|2023-07-28 15:10:01,355|RFS-1-7811122154
End|2023-07-28 15:10:18,970|RFS-1-7811122194
End|2023-07-28 15:10:35,750|RFS-1-7811122224
End|2023-07-28 15:10:53,156|RFS-1-7811122254
End|2023-07-28 15:11:11,216|RFS-1-7811122284
End|2023-07-28 15:11:26,722|RFS-1-7811122324
End|2023-07-28 15:11:41,184|RFS-1-7811122354
End|2023-07-28 15:11:57,304|RFS-1-7811122384
End|2023-07-28 15:12:13,891|RFS-1-7811122414
End|2023-07-28 15:12:29,604|RFS-1-7811122444
End|2023-07-28 15:12:46,655|RFS-1-7811122484
End|2023-07-28 15:13:03,758|RFS-1-7811122514
End|2023-07-28 15:13:22,372|RFS-1-7811122544
End|2023-07-28 15:13:38,874|RFS-1-7811122574
End|2023-07-28 15:13:55,036|RFS-1-7811122614
End|2023-07-28 15:14:12,272|RFS-1-7811122644
End|2023-07-28 15:14:27,249|RFS-1-7811122674
End|2023-07-28 15:14:45,315|RFS-1-7811122704
End|2023-07-28 15:15:02,712|RFS-1-7811122744
End|2023-07-28 15:15:19,627|RFS-1-7811122774
End|2023-07-28 15:15:36,617|RFS-1-7811122804
End|2023-07-28 15:15:53,814|RFS-1-7811122834
End|2023-07-28 15:16:09,841|RFS-1-7811122874
End|2023-07-28 15:16:25,870|RFS-1-7811122904
End|2023-07-28 15:16:40,701|RFS-1-7811122934
End|2023-07-28 15:16:57,082|RFS-1-7811122964
End|2023-07-28 15:30:05,836|RFS-1-7811124524
End|2023-07-28 15:30:24,312|RFS-1-7811124554
End|2023-07-28 15:31:59,795|RFS-1-7811124744
End|2023-07-28 15:33:34,580|RFS-1-7811124944
End|2023-07-28 15:33:50,576|RFS-1-7811125974
End|2023-07-28 15:35:23,952|RFS-1-7811126164
End|2023-07-28 15:35:41,061|RFS-1-7811126204
End|2023-07-28 15:37:03,264|RFS-1-7811126364
End|2023-07-28 15:37:19,294|RFS-1-7811126394
End|2023-07-28 15:38:49,657|RFS-1-7811126584
End|2023-07-28 15:39:05,662|RFS-1-7811126624
End|2023-07-28 15:57:57,701|RFS-1-7811128924
End|2023-07-28 16:00:13,579|RFS-1-7811129184
End|2023-07-28 16:00:30,003|RFS-1-7811129224
End|2023-07-28 16:00:46,242|RFS-1-7811129254
End|2023-07-28 16:01:02,333|RFS-1-7811129284
End|2023-07-28 16:01:18,790|RFS-1-7811129314
End|2023-07-28 16:01:35,082|RFS-1-7811129354
End|2023-07-28 16:01:51,017|RFS-1-7811129384
End|2023-07-28 16:02:06,885|RFS-1-7811129414
End|2023-07-28 16:02:23,001|RFS-1-7811129444
End|2023-07-28 16:02:38,379|RFS-1-7811129474
End|2023-07-28 16:02:53,339|RFS-1-7811129514
End|2023-07-28 16:03:11,628|RFS-1-7811129544
End|2023-07-28 16:03:28,039|RFS-1-7811129574
End|2023-07-28 16:03:43,630|RFS-1-7811129614
End|2023-07-28 16:03:59,259|RFS-1-7811129644
End|2023-07-28 16:04:14,578|RFS-1-7811129674
End|2023-07-28 16:04:30,052|RFS-1-7811129704
End|2023-07-28 16:04:45,296|RFS-1-7811129734
End|2023-07-28 16:05:01,245|RFS-1-7811129774
End|2023-07-28 16:05:17,350|RFS-1-7811129804
End|2023-07-28 16:05:35,558|RFS-1-7811129834
End|2023-07-28 16:05:51,247|RFS-1-7811129864
End|2023-07-28 16:06:07,264|RFS-1-7811129894
End|2023-07-28 16:06:23,034|RFS-1-7811129934
End|2023-07-28 16:06:41,166|RFS-1-7811129964
End|2023-07-28 16:06:57,230|RFS-1-7811129994
End|2023-07-28 16:07:11,832|RFS-1-7811130024
End|2023-07-28 16:07:25,694|RFS-1-7811130054
End|2023-07-28 16:07:41,442|RFS-1-7811130094
End|2023-07-28 16:07:58,934|RFS-1-7811130124
End|2023-07-28 16:30:16,244|RFS-1-7811133964
End|2023-07-28 16:31:18,927|RFS-1-7811134094
